ICD10 Code,UCOD_Rec,UCOD_Ent,Contrib_Rec,Contrib_Ent,Match Type,Rule,Cause,RuleName,Occurrences
E5121,0,0,1,0,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),1
E518,0,0,1,1,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),2
E519,21,5,131,190,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),347
E52,2,0,15,17,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),34
E530,3,1,22,24,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),50
E531,15,0,20,35,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),70
E538,843,38,8943,9794,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),19618
E539,13,3,272,283,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),571
E54,20,3,84,101,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),208
E550,22,7,127,142,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),298
E559,25,2,2394,2417,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),4838
E560,0,0,11,11,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),22
E561,14,3,61,73,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),151
E568,1,1,21,21,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),44
E569,65,12,4220,4553,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),8850
E58,4,3,29,30,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),66
E59,0,0,6,6,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),12
E60,2,0,17,23,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),42
E610,14,4,50,64,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),132
E611,120,34,3818,3912,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),7884
E612,4,0,45,53,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),102
E613,0,0,5,5,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),10
E614,2,1,1,2,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),6
E615,21,10,9,20,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),60
E617,0,0,8,1,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),9
E618,3,1,38,41,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),83
E619,1,0,10,11,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),22
E630,2,0,133,135,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),270
E631,1,1,0,0,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),2
E638,18,4,84,98,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),204
E639,2493,2383,14047,14924,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),33847
E640,142,113,241,272,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),768
E642,1,0,1,2,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),4
E643,2,1,6,7,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),16
E648,4,1,7,10,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),22
E649,3,3,25,25,hash,E50-E64,Endocrine,E50-E64 (Other nutritional deficiencies),56
E65,8,1,26,33,hash,E65-E68,Endocrine,E65-E68 (Obesity and other hyperalimentation),68
E660,561,17,2519,3070,hash,E65-E68,Endocrine,E65-E68 (Obesity and other hyperalimentation),6167
E661,9,1,16,24,hash,E65-E68,Endocrine,E65-E68 (Obesity and other hyperalimentation),50
E662,8255,1076,7637,14890,hash,E65-E68,Endocrine,E65-E68 (Obesity and other hyperalimentation),31858
E6621,0,0,1,0,hash,E65-E68,Endocrine,E65-E68 (Obesity and other hyperalimentation),1
E668,82875,16787,249309,319793,hash,E65-E68,Endocrine,E65-E68 (Obesity and other hyperalimentation),668764
E6681,0,0,30,0,hash,E65-E68,Endocrine,E65-E68 (Obesity and other hyperalimentation),30
E669,53003,7742,444083,498589,hash,E65-E68,Endocrine,E65-E68 (Obesity and other hyperalimentation),1003417
E6691,0,0,14,0,hash,E65-E68,Endocrine,E65-E68 (Obesity and other hyperalimentation),14
E671,1,0,2,3,hash,E65-E68,Endocrine,E65-E68 (Obesity and other hyperalimentation),6
E672,0,0,1,1,hash,E65-E68,Endocrine,E65-E68 (Obesity and other hyperalimentation),2
E673,6,0,7,13,hash,E65-E68,Endocrine,E65-E68 (Obesity and other hyperalimentation),26
E678,5,0,15,19,hash,E65-E68,Endocrine,E65-E68 (Obesity and other hyperalimentation),39
E68,4,1,5,8,hash,E65-E68,Endocrine,E65-E68 (Obesity and other hyperalimentation),18
E700,0,0,2,2,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),4
E701,117,39,202,283,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),641
E702,33,7,48,75,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),163
E703,55,24,148,180,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),407
E708,2,0,4,6,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),12
E709,3,3,3,3,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),12
E710,36,11,44,71,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),162
E7101,0,0,1,0,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),1
E711,214,64,96,249,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),623
E712,2,1,4,5,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),12
E713,861,488,281,667,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),2297
E720,189,50,177,323,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),739
E7201,0,0,1,0,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),1
E721,175,39,556,695,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),1465
E722,2358,542,3198,5094,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),11192
E7221,0,0,2,0,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),2
E723,81,32,42,91,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),246
E724,87,36,114,166,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),403
E725,186,105,97,184,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),572
E728,21,10,20,31,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),82
E729,35,11,14,40,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),100
E730,9,1,22,30,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),62
E731,1,1,2,2,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),6
E738,0,0,3,3,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),6
E739,10,5,95,100,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),210
E740,510,158,340,704,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),1712
E741,1,0,11,12,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),24
E742,26,11,27,42,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),106
E743,269,2,2225,2494,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),4990
E744,173,55,86,207,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),521
E7441,0,0,1,0,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),1
E748,167,29,580,724,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),1500
E749,9,2,13,20,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),44
E750,396,187,45,259,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),887
E751,169,71,36,138,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),414
E752,2518,1204,953,2323,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),6998
E753,9,7,6,8,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),30
E754,709,398,73,407,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),1587
E755,56,24,48,81,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),209
E756,104,11,268,368,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),751
E760,168,36,71,209,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),484
E761,295,106,45,240,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),686
E762,484,218,113,390,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),1205
E763,225,91,79,218,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),613
E7631,0,0,1,0,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),1
E769,1,1,4,5,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),11
E770,104,28,43,120,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),295
E771,74,34,25,66,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),199
E778,345,82,1685,1960,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),4072
E779,16,5,19,30,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),70
E780,38982,695,153352,192480,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),385509
E7801,0,0,1,0,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),1
E781,1173,37,3415,5003,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),9628
E7811,0,0,1,0,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),1
E782,3053,139,9352,11862,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),24406
E783,9,0,17,26,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),52
E784,52,1,94,144,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),291
E785,192134,3329,1035858,1227630,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),2458951
E786,387,21,1915,2287,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),4610
E788,22,8,64,79,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),173
E789,8212,142,44956,53582,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),106892
E790,76,52,1346,1374,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),2848
E791,89,29,45,105,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),268
E798,11,4,10,17,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),42
E799,1,1,3,3,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),8
E800,21,3,14,32,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),70
E801,25,9,201,218,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),453
E802,187,68,465,588,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),1308
E803,14,7,6,13,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),40
E804,31,5,368,394,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),798
E805,19,6,3,16,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),44
E806,12,2,61,71,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),146
E807,20,6,78,92,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),196
E830,638,181,554,1026,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),2399
E831,4016,558,9005,12571,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),26150
E832,2,0,6,8,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),16
E833,155,39,1639,1755,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),3588
E834,402,57,4128,4477,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),9064
E835,5909,8702,55222,52765,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),122598
E838,2,1,8,9,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),20
E839,2,2,13,13,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),30
E840,3214,32,1176,125,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),4547
E8401,0,0,1,0,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),1
E841,187,4,190,80,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),461
E848,2580,1,256,11,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),2848
E8481,0,0,4,0,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),4
E849,2655,2150,586,7913,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),13304
E8491,0,0,3,0,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),3
E850,58,17,71,114,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),260
E851,85,8,14,22,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),129
E852,213,110,45,148,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),516
E853,164,81,125,209,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),579
E854,18564,3832,7876,18248,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),48520
E858,286,108,219,398,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),1011
E859,11354,5961,10428,19514,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),47257
E8591,0,0,1,0,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),1
E86,46078,103559,324365,269840,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),743842
E870,13931,10543,56834,60604,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),141912
E8701,0,0,2,0,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),2
E871,9237,5053,74393,78966,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),167649
E8711,0,0,2,0,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),2
E872,41448,58377,212421,240665,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),552911
E8721,0,0,9,0,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),9
E873,222,212,1673,1688,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),3795
E874,43,40,267,271,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),621
E875,13823,26904,132201,120125,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),293053
E8751,0,0,2,0,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),2
E876,4188,1516,29800,32637,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),68141
E8761,0,0,4,0,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),4
E877,4647,3239,30947,32753,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),71586
E878,7944,10780,63244,61973,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),143941
E880,5339,738,17895,22587,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),46559
E881,33,9,89,115,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),246
E882,32,10,79,102,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),223
E883,471,1257,7689,6973,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),16390
E888,435,247,4772,5208,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),10662
E889,41694,55901,130402,150590,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),378587
E8891,0,0,2,0,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),2
E890,0,5,188,183,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),376
E891,0,2,17,16,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),35
E892,0,1,17,16,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),34
E893,0,1,45,45,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),91
E895,0,0,6,6,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),12
E896,0,1,15,14,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),30
E898,0,505,1868,1367,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),3740
E899,1,27,91,66,hash,E70-E88,Endocrine,E70-E88 (Metabolic disorders),185
F010,43,40,42,46,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",171
F011,23205,15510,23762,28974,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",91451
F012,7,6,19,20,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",52
F013,48,21,42,69,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",180
F018,62,47,51,66,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",226
F019,238379,140325,220170,260683,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",859557
F03,1924597,1068371,2073429,3006933,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",8073330
F04,8,46,113,75,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",242
F050,2,0,6,9,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",17
F051,6185,0,5073,10,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",11268
F058,52,41,93,104,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",290
F059,8782,6854,27075,40683,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",83394
F060,0,0,9,9,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",18
F061,3,1,18,20,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",42
F062,0,0,18,18,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",36
F063,8,3,129,134,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",274
F064,0,0,9,9,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",18
F065,0,2,8,6,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",16
F067,351,92,3676,3941,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",8060
F068,12,9,89,94,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",204
F069,15902,13237,53510,56949,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",139598
F0691,0,0,1,0,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",1
F070,51,30,225,248,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",554
F071,5,4,17,18,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",44
F072,175,123,545,602,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",1445
F078,0,1,9,8,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",18
F079,8,2,538,544,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",1092
F09,185,621,11889,19122,hash,F01-F09,Other natural,"F01-F09 (Organic, including symptomatic, mental disorders)",31817
F100,2687,3987,15847,15592,hash,F10,Alcohol-related,F10 (Mental and behavioural disorders due to use of alcohol),38113
F101,70696,45557,166958,297395,hash,F10,Alcohol-related,F10 (Mental and behavioural disorders due to use of alcohol),580606
F1011,0,0,15,0,hash,F10,Alcohol-related,F10 (Mental and behavioural disorders due to use of alcohol),15
F102,108706,76203,181438,321977,hash,F10,Alcohol-related,F10 (Mental and behavioural disorders due to use of alcohol),688324
F1021,0,0,25,0,hash,F10,Alcohol-related,F10 (Mental and behavioural disorders due to use of alcohol),25
F103,3864,1628,8144,11973,hash,F10,Alcohol-related,F10 (Mental and behavioural disorders due to use of alcohol),25609
F1031,0,0,3,0,hash,F10,Alcohol-related,F10 (Mental and behavioural disorders due to use of alcohol),3
F104,1564,548,2815,4131,hash,F10,Alcohol-related,F10 (Mental and behavioural disorders due to use of alcohol),9058
F105,19,3,61,50,hash,F10,Alcohol-related,F10 (Mental and behavioural disorders due to use of alcohol),133
F106,741,406,1286,1723,hash,F10,Alcohol-related,F10 (Mental and behavioural disorders due to use of alcohol),4156
F107,5219,1076,4081,3418,hash,F10,Alcohol-related,F10 (Mental and behavioural disorders due to use of alcohol),13794
